geoid,aspect,rank,value,performance
04,pfc_teenbirthrate,36,15.9166,2
04,pr,33,55.264338138,2
04,pr_fatal,45,416,2
04,pr_gendergappower,43,0.393367822,2
04,pr_homeownership,40,63.6,2
04,pr_stateconstagains,25,0,2
04,pr_turnout,22,49.1,2
04,ps,45,40.509626503,2
04,ps_accidents,33,4.261,2
04,ps_property,40,269.548,2
04,ps_violent,39,139.806,2
04,s,36,62.212323818,2
04,s_hburdenowner,31,22.1,2
04,s_hburdenrenter,32,44.9,2
04,s_homeless,38,144.054,2
04,s_nokitchen,31,0.86,2
04,s_overcrowded,47,4.5,1
04,spi,41,48.00469166,2
04,ws,39,41.762941068,2
04,ws_drinkingwater,42,3.481,2
04,ws_floodrisk,9,1.56,2
04,ws_hazardouswaste,33,2.721,2
04,ws_noplumbing,47,0.66,1
05,aae,50,40.638798479,1
05,aae_associates,48,7.000000000000001,1
05,aae_bachelors,49,14.399999999999999,1
05,aae_graduate,49,8.1,1
05,abk,34,60.622708288,2
05,abk_g3reading,37,299.8,2
05,abk_g8math,33,724.7,2
05,abk_hsincomplete,31,13,2
05,abk_lessthan9th,40,5,2
05,abk_preschoolenroll,17,49.2,2
05,aic,50,19.339963058,1
05,aic_broadband,50,71.89999999999999,1
05,aic_broadbandspeed,27,108.095,2
05,aic_celldata,48,49.8,1
05,aic_nointernet,48,23,1
05,bhn,51,44.205476669,1
05,eq,30,48.404287535,2
05,eq_affectedglobalwa,1,39.519999999999996,3
05,eq_egridrenewables,32,10.617,2
05,eq_no2,23,6.822,2
05,eq_ozone,18,0.04,2
05,eq_pm25,48,8.573,1
05,eq_waterstress,21,0.842438,2
05,fow,49,37.493707997,1
05,hw,51,21.607873107,1
05,hw_cancer,27,7.35,2
05,hw_chd,50,6.25,1
05,hw_diabetes,44,13.350000000000001,1
05,hw_drugod,47,1081.066,1
05,hw_mentalhealth,47,16.5,1
05,hw_obesity,50,36.7,1
05,i,27,51.783324173,2
05,i_commutetime,10,21.7341,2
05,i_dissimilarity,36,0.465,2
05,i_genderpaygap,15,0.735,2
05,i_isolation,32,43.8,2
05,i_linguistic,21,0.021,2
05,nbm,52,30.405034261,1
05,nbm_dental,49,21.5655,1
05,nbm_foodsecurity,49,15.299999999999999,1
05,nbm_mencorehealth,46,27.712999999999997,1
05,nbm_poorhealth,51,17.2176,1
05,nbm_supermarketacce,49,75.2,1
05,nbm_womencorehealth,49,23.2679,1
05,opp,50,44.298938261,1
05,pfc,47,38.851600285,1
05,pfc_adultnoinsuranc,31,10.08,2
05,pfc_altercommute,50,6,1
05,pfc_disconnected,45,8.9,1
05,pfc_teenbirthrate,51,21.290300000000002,1
05,pr,50,45.922030109,1
05,pr_fatal,43,394.6,2
05,pr_gendergappower,21,0.554140219,2
05,pr_homeownership,32,65.7,2
05,pr_stateconstagains,25,0,2
05,pr_turnout,50,39,1
05,ps,50,34.353934819,1
05,ps_accidents,34,4.304,2
05,ps_property,47,299.189,1
05,ps_violent,50,199.646,1
05,s,20,71.386399338,2
05,s_hburdenowner,1,17.7,3
05,s_hburdenrenter,1,41,3
05,s_homeless,14,82.59,2
05,s_nokitchen,40,0.98,2
05,s_overcrowded,35,2.7,2
05,spi,51,41.999374309,1
05,ws,41,40.676538257,2
05,ws_drinkingwater,44,3.629,2
05,ws_floodrisk,38,1.93,2
05,ws_hazardouswaste,38,2.862,2
05,ws_noplumbing,43,0.53,2
06,aae,23,55.036185494,2
06,aae_associates,37,7.8,2
06,aae_bachelors,15,20.8,2
06,aae_graduate,15,12.5,2
06,abk,46,53.967694137,1
06,abk_g3reading,51,245.00000000000003,1
06,abk_g8math,34,722.6,2
06,abk_hsincomplete,17,11.600000000000001,2
06,abk_lessthan9th,51,9.4,1
06,abk_preschoolenroll,18,49.1,2
06,aic,13,46.294067377,2
06,aic_broadband,5,84.7,3
06,aic_broadbandspeed,24,114.18,2
06,aic_celldata,5,63.1,3
06,aic_nointernet,7,12.2,3
06,bhn,42,49.091075694,2
06,eq,19,55.004974576,2
06,eq_affectedglobalwa,51,53.36300000000001,1
06,eq_egridrenewables,1,42.642,3
06,eq_no2,32,8.02,2
06,eq_ozone,34,0.043,2
06,eq_pm25,24,7.13,2
06,eq_waterstress,49,1.99459,1
06,fow,11,54.798847047,2
06,hw,4,63.928652096,3
06,hw_cancer,6,5.800000000000001,3
06,hw_chd,1,3.75,2
06,hw_diabetes,19,10.25,2
06,hw_drugod,3,682.9,3
06,hw_mentalhealth,11,11.9,3
06,hw_obesity,5,26,3
06,i,45,43.471937717,1
06,i_commutetime,47,29.7922,1
06,i_dissimilarity,14,0.361,2
06,i_genderpaygap,12,0.754,2
06,i_isolation,40,50.6,2
06,i_linguistic,51,0.106,1
06,nbm,12,60.800208687,2
06,nbm_dental,8,11.8669,2
06,nbm_foodsecurity,13,10.8,2
06,nbm_mencorehealth,37,29.996000000000002,2
06,nbm_poorhealth,21,12.169599999999999,2
06,nbm_supermarketacce,12,45.9,3
06,nbm_womencorehealth,21,29.7514,2
06,opp,33,52.425718266,2
06,pfc,15,60.50939601,2
06,pfc_adultnoinsuranc,24,8.55,2
06,pfc_altercommute,13,14.399999999999999,2
06,pfc_disconnected,26,6.6000000000000005,2
06,pfc_teenbirthrate,15,10.138,2
06,pr,39,50.685353842,2
06,pr_fatal,27,289.40000000000003,2
06,pr_gendergappower,27,0.503957034,2
06,pr_homeownership,50,54.6,1
06,pr_stateconstagains,21,0.5,2
06,pr_turnout,48,40.300000000000004,1
06,ps,13,60.256308499,2
06,ps_accidents,17,2.882,2
06,ps_property,28,208.11,2
06,ps_violent,15,91.934,2
06,s,51,30.413430767,1
06,s_hburdenowner,51,31.8,1
06,s_hburdenrenter,51,52.6,1
06,s_homeless,49,358.226,1
06,s_nokitchen,47,1.1400000000000001,1
06,s_overcrowded,51,8.200000000000001,1
06,spi,31,52.105213669,2
06,ws,33,44.894354824,2
06,ws_drinkingwater,50,4.814,1
06,ws_floodrisk,19,1.66,2
06,ws_hazardouswaste,21,2.408,2
06,ws_noplumbing,37,0.43,2
08,aae,3,63.907138317,3
08,aae_associates,28,8.4,2
08,aae_bachelors,1,25.2,3
08,aae_graduate,9,15,3
08,abk,19,65.595224548,2
08,abk_g3reading,31,320.1,2
08,abk_g8math,8,824.6,3
08,abk_hsincomplete,26,12.6,2
08,abk_lessthan9th,19,3.5999999999999996,2
08,abk_preschoolenroll,12,51.1,2
08,aic,5,51.804744109,3
08,aic_broadband,3,85.7,3
08,aic_broadbandspeed,18,123.727,2
08,aic_celldata,3,63.3,3
08,aic_nointernet,4,10.8,3
08,bhn,17,57.125732986,2
08,eq,26,51.320845523,2
08,eq_affectedglobalwa,35,46.596,2
08,eq_egridrenewables,14,30.810399999999998,2
08,eq_no2,38,9.032,2
08,eq_ozone,49,0.046,1
08,eq_pm25,1,6.003,3
08,eq_waterstress,48,1.80527,1
08,fow,4,58.786196637,3
08,hw,2,66.423972368,3
08,hw_cancer,10,6.5,2
08,hw_chd,1,3.75,2
08,hw_diabetes,1,7.1,3
08,hw_drugod,4,684,3
08,hw_mentalhealth,15,12.3,2
08,hw_obesity,1,23.400000000000002,3
08,i,12,60.709288087,2
08,i_commutetime,33,25.8088,2
08,i_dissimilarity,9,0.338,3
08,i_genderpaygap,19,0.724,2
08,i_isolation,9,25.3,3
08,i_linguistic,35,0.036,2
08,nbm,15,59.03833962,2
08,nbm_dental,6,11.296000000000001,3
08,nbm_foodsecurity,8,9.9,3
08,nbm_mencorehealth,31,31.7531,2
08,nbm_poorhealth,6,10.8888,3
08,nbm_supermarketacce,31,66.9,2
08,nbm_womencorehealth,31,28.0881,2
08,opp,5,63.403752105,3
08,pfc,17,60.466969958,2
08,pfc_adultnoinsuranc,25,8.73,2
08,pfc_altercommute,10,14.799999999999999,2
08,pfc_disconnected,21,6.3,2
08,pfc_teenbirthrate,22,12.4252,2
08,pr,6,68.531612059,3
08,pr_fatal,47,430.3,1
08,pr_gendergappower,45,0.388370481,1
08,pr_homeownership,37,64.9,2
08,pr_stateconstagains,1,1,3
08,pr_turnout,1,57.9,3
08,ps,26,51.411608254,2
08,ps_accidents,25,3.413,2
08,ps_property,42,272.362,2
08,ps_violent,24,104.519,2
08,s,38,61.631219852,2
08,s_hburdenowner,33,22.8,2
08,s_hburdenrenter,45,48.5,1
08,s_homeless,42,173.906,2
08,s_nokitchen,23,0.77,2
08,s_overcrowded,33,2.6,2
08,spi,3,59.771893909,3
08,ws,10,56.421764216,3
08,ws_drinkingwater,39,3.283,2
08,ws_floodrisk,11,1.57,2
08,ws_hazardouswaste,4,1.865,3
08,ws_noplumbing,8,0.3,2
09,aae,8,61.818525803,3
09,aae_associates,40,7.7,2
09,aae_bachelors,10,21.7,2
09,aae_graduate,4,17.2,3
09,abk,3,72.715719404,3
09,abk_g3reading,8,385.8,3
09,abk_g8math,20,777,2
09,abk_hsincomplete,11,10.5,2
09,abk_lessthan9th,28,4.1000000000000005,2
09,abk_preschoolenroll,1,64.7,3
09,aic,23,39.394541527,2
09,aic_broadband,11,83.8,3
09,aic_broadbandspeed,27,108.095,2
09,aic_celldata,19,57.8,2
09,aic_nointernet,10,13,2
09,bhn,5,61.578685789,3
09,eq,47,41.127253477,1
09,eq_affectedglobalwa,43,48.61,2
09,eq_egridrenewables,44,4.9162,1
09,eq_no2,43,9.824,1
09,eq_ozone,34,0.043,2
09,eq_pm25,20,6.8,2
09,eq_waterstress,22,0.84539,2
09,fow,23,50.860867209,2
09,hw,14,50.205954427,2
09,hw_cancer,27,7.35,2
09,hw_chd,1,3.75,2
09,hw_diabetes,12,9.65,2
09,hw_drugod,25,890.4,2
09,hw_mentalhealth,3,11.3,3
09,hw_obesity,10,28.249999999999996,2
09,i,36,48.123388875,2
09,i_commutetime,37,26.6435,2
09,i_dissimilarity,34,0.457,2
09,i_genderpaygap,33,0.698,2
09,i_isolation,26,41.4,2
09,i_linguistic,38,0.041,2
09,nbm,7,62.090798735,3
09,nbm_dental,4,10.5639,3
09,nbm_foodsecurity,26,11.899999999999999,2
09,nbm_mencorehealth,27,33.0013,2
09,nbm_poorhealth,8,11.1401,2
09,nbm_supermarketacce,11,45.300000000000004,3
09,nbm_womencorehealth,23,29.6506,2
09,opp,7,62.033940259,3
09,pfc,7,65.770730695,3
09,pfc_adultnoinsuranc,8,6.260000000000001,2
09,pfc_altercommute,16,12.9,2
09,pfc_disconnected,7,5.1,3
09,pfc_teenbirthrate,5,6.0367999999999995,3
09,pr,2,72.423115665,3
09,pr_fatal,5,142.4,3
09,pr_gendergappower,42,0.4,2
09,pr_homeownership,25,66.3,2
09,pr_stateconstagains,1,1,3
09,pr_turnout,18,49.7,2
09,ps,7,66.710443699,3
09,ps_accidents,10,2.454,3
09,ps_property,13,157.509,2
09,ps_violent,10,86.381,2
09,s,37,61.64061343,2
09,s_hburdenowner,46,28.599999999999998,1
09,s_hburdenrenter,47,49,1
09,s_homeless,16,84.622,2
09,s_nokitchen,11,0.66,2
09,s_overcrowded,15,1.9,2
09,spi,8,58.157831086,3
09,ws,12,55.872887294,2
09,ws_drinkingwater,3,1.58,2
09,ws_floodrisk,28,1.75,2
09,ws_hazardouswaste,14,2.26,2
09,ws_noplumbing,13,0.33,2
10,aae,26,53.567083913,2
10,aae_associates,37,7.8,2
10,aae_bachelors,33,18.3,2
10,aae_graduate,14,13.100000000000001,2
10,abk,23,63.778673292,2
10,abk_g3reading,18,349.40000000000003,2
10,abk_g8math,22,772.8,2
10,abk_hsincomplete,41,14.099999999999998,2
10,abk_lessthan9th,17,3.5000000000000004,2
10,abk_preschoolenroll,14,50.8,2
10,aic,3,54.594259868,3
10,aic_broadband,14,82.39999999999999,2
10,aic_broadbandspeed,1,173.512,3
10,aic_celldata,18,57.99999999999999,2
10,aic_nointernet,14,13.8,2
10,bhn,16,57.489053419,2
10,eq,52,37.731932857,1
10,eq_affectedglobalwa,47,49.64,1
10,eq_egridrenewables,44,4.9162,1
10,eq_no2,42,9.597,2
10,eq_ozone,42,0.044,2
10,eq_pm25,30,7.306,2
10,eq_waterstress,47,1.63522,1
10,fow,30,48.134893948,2
10,hw,37,36.434709776,2
10,hw_cancer,27,7.35,2
10,hw_chd,30,4.3,2
10,hw_diabetes,39,12.35,2
10,hw_drugod,33,955.3,2
10,hw_mentalhealth,23,13.5,2
10,hw_obesity,34,33.95,2
10,i,16,56.816406524,2
10,i_commutetime,35,26.2931,2
10,i_dissimilarity,13,0.353,2
10,i_genderpaygap,7,0.778,3
10,i_isolation,31,43.2,2
10,i_linguistic,25,0.025,2
10,nbm,21,55.833385572,2
10,nbm_dental,31,15.8308,2
10,nbm_foodsecurity,31,12.6,2
10,nbm_mencorehealth,29,32.7696,2
10,nbm_poorhealth,28,13.283600000000002,2
10,nbm_supermarketacce,1,42.4,3
10,nbm_womencorehealth,10,32.0028,2
10,opp,12,58.770863856,2
10,pfc,22,58.234999259,2
10,pfc_adultnoinsuranc,14,6.83,2
10,pfc_altercommute,28,9.9,2
10,pfc_disconnected,17,5.8999999999999995,2
10,pfc_teenbirthrate,13,9.3927,2
10,pr,11,66.464965728,2
10,pr_fatal,16,231.70000000000002,2
10,pr_gendergappower,10,0.606737816,2
10,pr_homeownership,1,71.1,3
10,pr_stateconstagains,1,1,3
10,pr_turnout,15,50,2
10,ps,38,43.428681612,2
10,ps_accidents,29,3.676,2
10,ps_property,36,253.598,2
10,ps_violent,48,185.098,1
10,s,21,71.365389608,2
10,s_hburdenowner,36,23.5,2
10,s_hburdenrenter,37,45.7,2
10,s_homeless,24,96.902,2
10,s_nokitchen,1,0.48,3
10,s_overcrowded,6,1.6,2
10,spi,23,54.798270407,2
10,ws,3,59.328756882,3
10,ws_drinkingwater,12,1.749,2
10,ws_floodrisk,16,1.625,2
10,ws_hazardouswaste,17,2.37,2
10,ws_noplumbing,2,0.22,3
11,aae,4,63.31377779,3
11,aae_associates,52,5.7,1
11,aae_bachelors,2,24.4,3
11,aae_graduate,1,22.2,3
11,abk,15,66.386785121,2
11,abk_g3reading,49,266.8,1
11,abk_g8math,49,627.3,1
11,abk_hsincomplete,3,9.1,3
11,abk_lessthan9th,25,3.9,2
11,abk_preschoolenroll,1,64.7,3
11,aic,4,53.159450852,3
11,aic_broadband,26,80,2
11,aic_broadbandspeed,1,173.512,3
11,aic_celldata,9,61.7,3
11,aic_nointernet,29,15.9,2
11,bhn,25,53.452925216,2
11,eq,21,52.368133508,2
11,eq_affectedglobalwa,52,55.42399999999999,1
11,eq_egridrenewables,12,38.7044,3
11,eq_no2,50,11.083,1
11,eq_ozone,34,0.043,2
11,eq_pm25,42,8.097,1
11,eq_waterstress,9,0.750041,2
11,fow,1,60.789555982,3
11,hw,1,71.243854446,3
11,hw_cancer,1,5.2,3
11,hw_chd,1,3.75,2
11,hw_diabetes,7,8.55,3
11,hw_drugod,5,698.1,3
11,hw_mentalhealth,6,11.5,3
11,hw_obesity,2,24.25,3
11,i,50,38.843102408,1
11,i_commutetime,49,30.8032,1
11,i_dissimilarity,36,0.465,2
11,i_genderpaygap,2,0.824,3
11,i_isolation,51,65.5,1
11,i_linguistic,28,0.027,2
11,nbm,3,64.503371995,3
11,nbm_dental,10,12.4129,2
11,nbm_foodsecurity,24,11.600000000000001,2
11,nbm_mencorehealth,13,34.4191,2
11,nbm_poorhealth,3,10.5837,3
11,nbm_supermarketacce,1,42.4,3
11,nbm_womencorehealth,4,33.632600000000004,3
11,opp,27,54.572549504,2
11,pfc,5,66.856854828,3
11,pfc_adultnoinsuranc,2,4.09,3
11,pfc_altercommute,1,22.3,3
11,pfc_disconnected,32,7.000000000000001,2
11,pfc_teenbirthrate,40,17.1928,2
11,pr,44,49.27646299,1
11,pr_fatal,37,350.59999999999997,2
11,pr_gendergappower,28,0.5000075,2
11,pr_homeownership,52,41.8,1
11,pr_stateconstagains,1,1,3
11,pr_turnout,29,47.099999999999994,2
11,ps,48,36.052525956,1
11,ps_accidents,1,1.3,3
11,ps_property,52,415.112,1
11,ps_violent,52,267.365,1
11,s,45,53.144667023,2
11,s_hburdenowner,34,23.200000000000003,2
11,s_hburdenrenter,27,44.2,2
11,s_homeless,49,358.226,1
11,s_nokitchen,3,0.5700000000000001,3
11,s_overcrowded,45,3.5999999999999996,2
11,spi,13,56.271676901,2
11,ws,1,60.111135889,3
11,ws_drinkingwater,1,1.184,3
11,ws_floodrisk,3,1.43,3
11,ws_hazardouswaste,45,3.086,2
11,ws_noplumbing,1,0.16999999999999998,3
12,aae,25,54.058032118,2
12,aae_associates,13,9.8,2
12,aae_bachelors,31,18.5,2
12,aae_graduate,30,10.6,2
12,abk,40,58.321669452,2
12,abk_g3reading,5,393.8,3
12,abk_g8math,50,586.5,1
12,abk_hsincomplete,45,15.5,1
12,abk_lessthan9th,38,4.9,2
12,abk_preschoolenroll,10,51.4,2
12,aic,15,44.803498525,2
12,aic_broadband,22,80.80000000000001,2
12,aic_broadbandspeed,11,140.459,2
12,aic_celldata,31,56.10000000000001,2
12,aic_nointernet,19,14.899999999999999,2
12,bhn,47,47.116473784,1
12,eq,35,46.152879877,2
12,eq_affectedglobalwa,36,46.832,2
12,eq_egridrenewables,44,4.9162,1
12,eq_no2,22,6.754,2
12,eq_ozone,5,0.037,3
12,eq_pm25,31,7.371,2
12,eq_waterstress,31,0.933484,2
12,fow,34,46.893373206,2
12,hw,33,38.295444969,2
12,hw_cancer,27,7.35,2
12,hw_chd,41,4.95,2
12,hw_diabetes,36,12.15,2
12,hw_drugod,34,963.8,2
12,hw_mentalhealth,27,13.8,2
12,hw_obesity,13,28.849999999999998,2
12,i,35,48.893673291,2
12,i_commutetime,41,27.8127,2
12,i_dissimilarity,25,0.416,2
12,i_genderpaygap,3,0.798,3
12,i_isolation,28,41.8,2
12,i_linguistic,47,0.071,1
12,nbm,39,46.781002782,2
12,nbm_dental,34,15.954799999999999,2
12,nbm_foodsecurity,36,13,2
12,nbm_mencorehealth,32,31.2462,2
12,nbm_poorhealth,45,15.2944,1
12,nbm_supermarketacce,23,60.099999999999994,2
12,nbm_womencorehealth,38,26.819,2
12,opp,30,53.519613941,2
12,pfc,38,46.072655423,2
12,pfc_adultnoinsuranc,50,15.72,1
12,pfc_altercommute,29,9.8,2
12,pfc_disconnected,36,7.3,2
12,pfc_teenbirthrate,18,10.9611,2
12,pr,14,65.054094935,2
12,pr_fatal,22,260.70000000000005,2
12,pr_gendergappower,17,0.559409934,2
12,pr_homeownership,35,65,2
12,pr_stateconstagains,1,1,3
12,pr_turnout,15,50,2
12,ps,43,41.16103292,2
12,ps_accidents,34,4.304,2
12,ps_property,38,255.758,2
12,ps_violent,36,130.812,2
12,s,42,56.632066502,2
12,s_hburdenowner,44,26.200000000000003,1
12,s_hburdenrenter,52,52.7,1
12,s_homeless,37,137.493,2
12,s_nokitchen,12,0.6799999999999999,2
12,s_overcrowded,39,3,2
12,spi,38,49.176486977,2
12,ws,35,43.891792932,2
12,ws_drinkingwater,43,3.531,2
12,ws_floodrisk,47,2.14,1
12,ws_hazardouswaste,25,2.505,2
12,ws_noplumbing,4,0.27999999999999997,2
13,aae,34,51.694708997,2
13,aae_associates,43,7.6,2
13,aae_bachelors,29,18.9,2
13,aae_graduate,21,11.700000000000001,2
13,abk,39,58.416148587,2
13,abk_g3reading,29,323.4,2
13,abk_g8math,23,769.7,2
13,abk_hsincomplete,48,15.8,1
13,abk_lessthan9th,36,4.8,2
13,abk_preschoolenroll,16,49.8,2
13,aic,24,38.756884342,2
13,aic_broadband,33,79,2
13,aic_broadbandspeed,19,123.562,2
13,aic_celldata,24,57.49999999999999,2
13,aic_nointernet,34,16.900000000000002,2
13,bhn,29,52.997328269,2
13,eq,41,43.744322329,2
13,eq_affectedglobalwa,39,47.081,2
13,eq_egridrenewables,31,11.640699999999999,2
13,eq_no2,47,10.377,1
13,eq_ozone,25,0.042,2
13,eq_pm25,49,8.614,1
13,eq_waterstress,32,0.935735,2
13,fow,37,45.747437478,2
13,hw,31,42.072394654,2
13,hw_cancer,9,6.35,3
13,hw_chd,29,4.25,2
13,hw_diabetes,38,12.3,2
13,hw_drugod,11,808.2,2
13,hw_mentalhealth,42,15.4,1
13,hw_obesity,31,32.800000000000004,2
13,i,48,41.923203335,1
13,i_commutetime,44,28.7704,2
13,i_dissimilarity,36,0.465,2
13,i_genderpaygap,13,0.743,2
13,i_isolation,48,58.699999999999996,1
13,i_linguistic,34,0.035,2
13,nbm,40,44.673673976,2
13,nbm_dental,41,17.7727,2
13,nbm_foodsecurity,30,12.5,2
13,nbm_mencorehealth,42,28.6844,2
13,nbm_poorhealth,40,14.718700000000002,2
13,nbm_supermarketacce,42,72,2
13,nbm_womencorehealth,24,29.2335,2
