geoid,aspect,rank,value,performance
0137000,eq_egridrenewables,308,12.428500000000001,2
0137000,eq_no2,307,10.756,2
0137000,eq_ozone,402,0.045,1
0137000,eq_pm25,196,7.474,2
0137000,eq_waterstress,54,0.660927,3
0137000,fow,267,49.274400737,2
0137000,hw,421,32.191875211,1
0137000,hw_cancer,412,6.7,1
0137000,hw_chd,416,6.7,1
0137000,hw_diabetes,395,11.799999999999999,2
0137000,hw_drugod,364,901.024,2
0137000,hw_mentalhealth,363,15.1,2
0137000,hw_obesity,423,35.5,1
0137000,i,370,49.195101036,2
0137000,i_commutetime,87,19.2218,3
0137000,i_dissimilarity,459,0.458,1
0137000,i_genderpaygap,448,0.63,1
0137000,i_isolation,383,53.6,2
0137000,i_linguistic,112,0.02,2
0137000,nbm,387,40.394331732,2
0137000,nbm_dental,323,17,2
0137000,nbm_foodsecurity,384,13.600000000000001,2
0137000,nbm_mencorehealth,158,33.1306,2
0137000,nbm_poorhealth,400,15.1592,2
0137000,nbm_supermarketacce,444,85,1
0137000,nbm_womencorehealth,62,33.9204,3
0137000,opp,285,51.229867685,2
0137000,pfc,326,46.401910912,2
0137000,pfc_adultnoinsuranc,326,11.64,2
0137000,pfc_altercommute,444,6,1
0137000,pfc_disconnected,225,6.2,2
0137000,pfc_teenbirthrate,279,11.5465,2
0137000,pr,370,43.341815153,2
0137000,pr_fatal,451,620,1
0137000,pr_gendergappower,222,0.500074996,2
0137000,pr_homeownership,195,57.49999999999999,2
0137000,pr_stateconstagains,285,0,1
0137000,pr_turnout,163,49.2,2
0137000,ps,471,26.435248139,1
0137000,ps_accidents,407,3.305,1
0137000,ps_property,438,454.01,1
0137000,ps_violent,448,267.365,1
0137000,s,13,77.253840904,3
0137000,s_hburdenowner,1,17.7,3
0137000,s_hburdenrenter,131,45.6,2
0137000,s_homeless,114,63.971,2
0137000,s_nokitchen,75,0.49,3
0137000,s_overcrowded,1,1.5,3
0137000,spi,313,48.436858164,2
0137000,ws,455,35.141803502,1
0137000,ws_drinkingwater,68,1.25,2
0137000,ws_floodrisk,449,2.3,1
0137000,ws_hazardouswaste,445,4.38,1
0137000,ws_noplumbing,54,0.13,3
0150000,aae,281,50.177264412,2
0150000,aae_associates,235,8.1,2
0150000,aae_bachelors,291,17.9,2
0150000,aae_graduate,258,10.6,2
0150000,abk,256,58.920617502,2
0150000,abk_g3reading,325,2.618,2
0150000,abk_g8math,425,6.283999999999999,1
0150000,abk_hsincomplete,351,15.1,2
0150000,abk_lessthan9th,102,2.7,2
0150000,abk_preschoolenroll,98,59.9,3
0150000,aic,465,23.964225537,1
0150000,aic_broadband,448,71.89999999999999,1
0150000,aic_broadbandspeed,342,125.54,2
0150000,aic_celldata,413,52,1
0150000,aic_nointernet,447,23,1
0150000,bhn,317,48.325311043,2
0150000,eq,118,53.305211917,2
0150000,eq_affectedglobalwa,1,39.519999999999996,3
0150000,eq_egridrenewables,308,12.428500000000001,2
0150000,eq_no2,1,4.802,3
0150000,eq_ozone,103,0.037,2
0150000,eq_pm25,291,8.217,2
0150000,eq_waterstress,195,1.16561,2
0150000,fow,427,39.723226328,1
0150000,hw,495,22.702850354,1
0150000,hw_cancer,382,6.5,2
0150000,hw_chd,443,7.000000000000001,1
0150000,hw_diabetes,454,13.350000000000001,1
0150000,hw_drugod,452,1081.066,1
0150000,hw_mentalhealth,435,16.2,1
0150000,hw_obesity,447,36.7,1
0150000,i,438,43.452247082,1
0150000,i_commutetime,164,22.1027,2
0150000,i_dissimilarity,462,0.465,1
0150000,i_genderpaygap,393,0.684,2
0150000,i_isolation,447,65.5,1
0150000,i_linguistic,1,0.012,3
0150000,nbm,469,32.509905754,1
0150000,nbm_dental,467,23.5776,1
0150000,nbm_foodsecurity,449,15.299999999999999,1
0150000,nbm_mencorehealth,176,32.6881,2
0150000,nbm_poorhealth,449,16.2735,1
0150000,nbm_supermarketacce,344,77.8,2
0150000,nbm_womencorehealth,91,32.7896,3
0150000,opp,405,44.768947376,2
0150000,pfc,359,42.430225009,2
0150000,pfc_adultnoinsuranc,378,13.4,2
0150000,pfc_altercommute,425,6.4,2
0150000,pfc_disconnected,282,7.199999999999999,2
0150000,pfc_teenbirthrate,345,15.7035,2
0150000,pr,376,43.016053002,2
0150000,pr_fatal,327,365.6,2
0150000,pr_gendergappower,138,0.666666667,2
0150000,pr_homeownership,265,53.900000000000006,2
0150000,pr_stateconstagains,285,0,1
0150000,pr_turnout,357,42.4,2
0150000,ps,442,30.422522534,1
0150000,ps_accidents,465,4.304,1
0150000,ps_property,382,372.127,2
0150000,ps_violent,393,209.343,2
0150000,s,82,68.766677522,3
0150000,s_hburdenowner,194,23,2
0150000,s_hburdenrenter,226,48.8,2
0150000,s_homeless,108,58.548,2
0150000,s_nokitchen,149,0.63,2
0150000,s_overcrowded,1,1.5,3
0150000,spi,404,44.272494916,2
0150000,ws,86,61.602138362,3
0150000,ws_drinkingwater,1,1.184,2
0150000,ws_floodrisk,247,1.51,2
0150000,ws_hazardouswaste,188,2.243,2
0150000,ws_noplumbing,234,0.27999999999999997,2
0151000,aae,267,51.026335712,2
0151000,aae_associates,379,6.7,2
0151000,aae_bachelors,269,18.7,2
0151000,aae_graduate,183,12.9,2
0151000,abk,410,45.97472938,1
0151000,abk_g3reading,450,1.574,1
0151000,abk_g8math,462,5.865,1
0151000,abk_hsincomplete,370,15.7,2
0151000,abk_lessthan9th,237,4.5,2
0151000,abk_preschoolenroll,403,38.9,1
0151000,aic,314,42.448358991,2
0151000,aic_broadband,366,77.4,2
0151000,aic_broadbandspeed,130,150.647,2
0151000,aic_celldata,260,60.199999999999996,2
0151000,aic_nointernet,386,19.2,2
0151000,bhn,389,45.251614306,2
0151000,eq,247,44.813872827,2
0151000,eq_affectedglobalwa,87,41.5075,3
0151000,eq_egridrenewables,308,12.428500000000001,2
0151000,eq_no2,310,10.863,2
0151000,eq_ozone,224,0.041,2
0151000,eq_pm25,368,8.878,2
0151000,eq_waterstress,99,0.792428,2
0151000,fow,424,40.048665599,1
0151000,hw,471,26.957701198,1
0151000,hw_cancer,314,6.1,2
0151000,hw_chd,436,6.9,1
0151000,hw_diabetes,454,13.350000000000001,1
0151000,hw_drugod,385,937.806,2
0151000,hw_mentalhealth,425,16,1
0151000,hw_obesity,447,36.7,1
0151000,i,419,44.936910727,1
0151000,i_commutetime,104,19.8954,2
0151000,i_dissimilarity,462,0.465,1
0151000,i_genderpaygap,270,0.749,2
0151000,i_isolation,447,65.5,1
0151000,i_linguistic,92,0.018,2
0151000,nbm,483,30.168339351,1
0151000,nbm_dental,456,22.437,1
0151000,nbm_foodsecurity,449,15.299999999999999,1
0151000,nbm_mencorehealth,243,30.811300000000003,2
0151000,nbm_poorhealth,443,16.1204,1
0151000,nbm_supermarketacce,444,85,1
0151000,nbm_womencorehealth,311,25.9685,2
0151000,opp,445,41.727381673,1
0151000,pfc,473,29.725267225,1
0151000,pfc_adultnoinsuranc,342,12.19,2
0151000,pfc_altercommute,444,6,1
0151000,pfc_disconnected,426,10.2,1
0151000,pfc_teenbirthrate,460,32.066,1
0151000,pr,396,41.221013027,2
0151000,pr_fatal,214,249.8,2
0151000,pr_gendergappower,1,0.833274997,3
0151000,pr_homeownership,233,55.300000000000004,2
0151000,pr_stateconstagains,285,0,1
0151000,pr_turnout,288,44.800000000000004,2
0151000,ps,444,30.304241914,1
0151000,ps_accidents,393,3.198,2
0151000,ps_property,429,440.356,1
0151000,ps_violent,431,245.958,1
0151000,s,68,70.772904422,3
0151000,s_hburdenowner,114,20.4,2
0151000,s_hburdenrenter,197,47.8,2
0151000,s_homeless,130,70.235,2
0151000,s_nokitchen,149,0.63,2
0151000,s_overcrowded,102,1.9,2
0151000,spi,443,42.342553859,1
0151000,ws,253,49.760971539,2
0151000,ws_drinkingwater,222,1.881,2
0151000,ws_floodrisk,370,1.79,2
0151000,ws_hazardouswaste,269,2.648,2
0151000,ws_noplumbing,388,0.44999999999999996,2
0177256,aae,238,53.397183813,2
0177256,aae_associates,443,5.7,1
0177256,aae_bachelors,202,21.099999999999998,2
0177256,aae_graduate,133,15.4,2
0177256,abk,161,66.39518842,2
0177256,abk_g3reading,259,2.9610000000000003,2
0177256,abk_g8math,462,5.865,1
0177256,abk_hsincomplete,1,6.4,3
0177256,abk_lessthan9th,102,2.7,2
0177256,abk_preschoolenroll,254,47.199999999999996,2
0177256,aic,339,39.118350498,2
0177256,aic_broadband,390,75.9,2
0177256,aic_broadbandspeed,275,132.606,2
0177256,aic_celldata,202,62.9,2
0177256,aic_nointernet,383,19.1,2
0177256,bhn,417,43.910776395,1
0177256,eq,161,49.779411236,2
0177256,eq_affectedglobalwa,60,40.398,3
0177256,eq_egridrenewables,308,12.428500000000001,2
0177256,eq_no2,314,11.036,2
0177256,eq_ozone,123,0.038,2
0177256,eq_pm25,258,7.949,2
0177256,eq_waterstress,85,0.737988,2
0177256,fow,271,49.135143588,2
0177256,hw,348,41.247624199,2
0177256,hw_cancer,1,4.7,3
0177256,hw_chd,245,5.3,2
0177256,hw_diabetes,274,10.2,2
0177256,hw_drugod,316,830.169,2
0177256,hw_mentalhealth,450,16.5,1
0177256,hw_obesity,433,35.9,1
0177256,i,302,53.515944967,2
0177256,i_commutetime,79,19.0178,3
0177256,i_dissimilarity,448,0.436,1
0177256,i_genderpaygap,266,0.751,2
0177256,i_isolation,378,53.2,2
0177256,i_linguistic,1,0.012,3
0177256,nbm,417,37.658302583,1
0177256,nbm_dental,418,20.2818,1
0177256,nbm_foodsecurity,430,14.799999999999999,1
0177256,nbm_mencorehealth,133,33.7091,2
0177256,nbm_poorhealth,340,14.2545,2
0177256,nbm_supermarketacce,423,83.39999999999999,1
0177256,nbm_womencorehealth,94,32.7455,3
0177256,opp,241,53.940211697,2
0177256,pfc,167,57.520239695,2
0177256,pfc_adultnoinsuranc,198,8.290000000000001,2
0177256,pfc_altercommute,374,7.3999999999999995,2
0177256,pfc_disconnected,66,3.4000000000000004,3
0177256,pfc_teenbirthrate,213,8.373899999999999,2
0177256,pr,230,51.327478312,2
0177256,pr_fatal,274,303.4,2
0177256,pr_gendergappower,472,0,1
0177256,pr_homeownership,372,47.3,2
0177256,pr_stateconstagains,285,0,1
0177256,pr_turnout,362,42.3,2
0177256,ps,415,34.552198615,1
0177256,ps_accidents,382,3.034,2
0177256,ps_property,437,451.553,1
0177256,ps_violent,377,200.14,2
0177256,s,154,63.385679413,2
0177256,s_hburdenowner,242,24.7,2
0177256,s_hburdenrenter,268,50,2
0177256,s_homeless,1,37.737,3
0177256,s_nokitchen,287,0.8999999999999999,2
0177256,s_overcrowded,1,1.5,3
0177256,spi,302,48.995377226,2
0177256,ws,416,40.046924968,2
0177256,ws_drinkingwater,348,3.109,2
0177256,ws_floodrisk,1,1.26,3
0177256,ws_hazardouswaste,445,4.38,1
0177256,ws_noplumbing,401,0.47000000000000003,2
0203000,aae,176,59.42671594,2
0203000,aae_associates,177,8.7,2
0203000,aae_bachelors,192,21.9,2
0203000,aae_graduate,171,13.4,2
0203000,abk,208,62.571649193,2
0203000,abk_g3reading,238,3.088,2
0203000,abk_g8math,155,8.011,2
0203000,abk_hsincomplete,209,11.600000000000001,2
0203000,abk_lessthan9th,83,2.5,2
0203000,abk_preschoolenroll,444,35.9,1
0203000,aic,70,66.068755725,3
0203000,aic_broadband,95,88.7,3
0203000,aic_broadbandspeed,209,140.927,2
0203000,aic_celldata,1,71.1,3
0203000,aic_nointernet,90,8.3,3
0203000,bhn,369,46.112955397,2
0203000,eq,30,64.935953565,3
0203000,eq_affectedglobalwa,245,47.5145,2
0203000,eq_egridrenewables,187,29.4672,2
0203000,eq_no2,234,9.202,2
0203000,eq_ozone,1,0.034,3
0203000,eq_pm25,69,6.425,3
0203000,eq_waterstress,81,0.733264,2
0203000,fow,45,64.063996161,3
0203000,hw,127,62.67962616,2
0203000,hw_cancer,176,5.4,2
0203000,hw_chd,79,4.2,3
0203000,hw_diabetes,62,7.3,3
0203000,hw_drugod,78,638.889,2
0203000,hw_mentalhealth,83,11.5,3
0203000,hw_obesity,381,34.2,2
0203000,i,147,65.168353603,2
0203000,i_commutetime,77,18.8808,3
0203000,i_dissimilarity,338,0.286,2
0203000,i_genderpaygap,222,0.766,2
0203000,i_isolation,302,43.7,2
0203000,i_linguistic,119,0.021,2
0203000,nbm,252,49.456150384,2
0203000,nbm_dental,176,12.2796,2
0203000,nbm_foodsecurity,260,11.5,2
0203000,nbm_mencorehealth,363,26.9981,2
0203000,nbm_poorhealth,91,10.113,3
0203000,nbm_supermarketacce,444,85,1
0203000,nbm_womencorehealth,133,31.029600000000002,2
0203000,opp,168,57.883846188,2
0203000,pfc,332,45.461935754,2
0203000,pfc_adultnoinsuranc,348,12.44,2
0203000,pfc_altercommute,241,9.9,2
0203000,pfc_disconnected,289,7.3,2
0203000,pfc_teenbirthrate,399,21.8978,2
0203000,pr,89,61.478379455,2
0203000,pr_fatal,426,540.3,1
0203000,pr_gendergappower,460,0.166819432,1
0203000,pr_homeownership,141,60.9,2
0203000,pr_stateconstagains,1,1,3
0203000,pr_turnout,157,49.6,2
0203000,ps,456,28.901063539,1
0203000,ps_accidents,263,2.094,2
0203000,ps_property,447,477.3,1
0203000,ps_violent,447,267.213,1
0203000,s,233,57.171973253,2
0203000,s_hburdenowner,211,23.5,2
0203000,s_hburdenrenter,137,45.7,2
0203000,s_homeless,416,248.283,1
0203000,s_nokitchen,211,0.75,2
0203000,s_overcrowded,321,4.5,2
0203000,spi,170,56.020265915,2
0203000,ws,266,48.922634413,2
0203000,ws_drinkingwater,232,1.946,2
0203000,ws_floodrisk,213,1.46,2
0203000,ws_hazardouswaste,65,1.603,3
0203000,ws_noplumbing,467,0.69,1
0404720,aae,416,39.255399065,1
0404720,aae_associates,58,10.4,3
0404720,aae_bachelors,437,12.2,1
0404720,aae_graduate,435,5.800000000000001,1
0404720,abk,417,45.515705351,1
0404720,abk_g3reading,426,1.8530000000000002,1
0404720,abk_g8math,203,7.758,2
0404720,abk_hsincomplete,385,16.1,2
0404720,abk_lessthan9th,376,7.9,2
0404720,abk_preschoolenroll,444,35.9,1
0404720,aic,315,42.438885388,2
0404720,aic_broadband,202,84.39999999999999,2
0404720,aic_broadbandspeed,472,108.095,1
0404720,aic_celldata,220,62.1,2
0404720,aic_nointernet,228,12.6,2
0404720,bhn,327,47.990385871,2
0404720,eq,463,33.553869877,1
0404720,eq_affectedglobalwa,230,47.082,2
0404720,eq_egridrenewables,314,12.067400000000001,2
0404720,eq_no2,445,16.086,1
0404720,eq_ozone,446,0.047,1
0404720,eq_pm25,208,7.55,2
0404720,eq_waterstress,306,1.65496,2
0404720,fow,343,45.236669121,2
0404720,hw,169,59.438215869,2
0404720,hw_cancer,1,4.7,3
0404720,hw_chd,63,4.1000000000000005,3
0404720,hw_diabetes,175,8.9,2
0404720,hw_drugod,223,731.081,2
0404720,hw_mentalhealth,284,14.3,2
0404720,hw_obesity,294,31.2,2
0404720,i,164,63.819153565,2
0404720,i_commutetime,363,28.7253,2
0404720,i_dissimilarity,1,0.129,3
0404720,i_genderpaygap,131,0.807,2
0404720,i_isolation,159,27.1,2
0404720,i_linguistic,320,0.065,2
0404720,nbm,345,44.276513632,2
0404720,nbm_dental,210,13.58,2
0404720,nbm_foodsecurity,316,12.1,2
0404720,nbm_mencorehealth,324,28.46,2
0404720,nbm_poorhealth,215,12.25,2
0404720,nbm_supermarketacce,444,85,1
0404720,nbm_womencorehealth,393,23.49,2
0404720,opp,348,47.741865162,2
0404720,pfc,408,37.943748835,2
0404720,pfc_adultnoinsuranc,336,12.030000000000001,2
0404720,pfc_altercommute,387,7.1,2
0404720,pfc_disconnected,446,10.6,1
0404720,pfc_teenbirthrate,227,8.901299999999999,2
0404720,pr,255,49.949159182,2
0404720,pr_fatal,403,479.7,2
0404720,pr_gendergappower,407,0.249912496,1
0404720,pr_homeownership,271,53.5,2
0404720,pr_stateconstagains,285,0,1
0404720,pr_turnout,247,46.400000000000006,2
0404720,ps,310,50.197283326,2
0404720,ps_accidents,286,2.278,2
0404720,ps_property,370,361.905,2
0404720,ps_violent,289,145.178,2
0404720,s,193,60.002209026,2
0404720,s_hburdenowner,166,22,2
0404720,s_hburdenrenter,178,46.9,2
0404720,s_homeless,252,118.968,2
0404720,s_nokitchen,128,0.6,2
0404720,s_overcrowded,407,6.800000000000001,1
0404720,spi,353,46.989640051,2
0404720,ws,437,37.485537499,1
0404720,ws_drinkingwater,360,3.288,2
0404720,ws_floodrisk,1,1.26,3
0404720,ws_hazardouswaste,445,4.38,1
0404720,ws_noplumbing,434,0.5599999999999999,1
0412000,aae,62,69.60913196,3
0412000,aae_associates,142,9.1,2
0412000,aae_bachelors,103,27,3
0412000,aae_graduate,115,16.7,2
0412000,abk,125,68.970384469,2
0412000,abk_g3reading,1,4.234,3
0412000,abk_g8math,2,9.054,3
0412000,abk_hsincomplete,264,12.7,2
0412000,abk_lessthan9th,144,3.3000000000000003,2
0412000,abk_preschoolenroll,298,44.6,2
0412000,aic,133,59.071264768,2
0412000,aic_broadband,66,90,3
0412000,aic_broadbandspeed,389,119.374,2
0412000,aic_celldata,74,69.8,3
0412000,aic_nointernet,64,7.1,3
0412000,bhn,63,62.323340986,3
0412000,eq,469,33.353133376,1
0412000,eq_affectedglobalwa,187,45.47,2
0412000,eq_egridrenewables,314,12.067400000000001,2
0412000,eq_no2,445,16.086,1
0412000,eq_ozone,446,0.047,1
0412000,eq_pm25,46,6.068,3
0412000,eq_waterstress,393,2.55667,2
0412000,fow,153,57.696465322,2
0412000,hw,57,69.391078674,3
0412000,hw_cancer,198,5.5,2
0412000,hw_chd,36,3.8,3
0412000,hw_diabetes,62,7.3,3
0412000,hw_drugod,223,731.081,2
0412000,hw_mentalhealth,92,11.6,3
0412000,hw_obesity,147,26.400000000000002,2
0412000,i,73,70.769212256,3
0412000,i_commutetime,249,24.7185,2
0412000,i_dissimilarity,1,0.129,3
0412000,i_genderpaygap,220,0.767,2
0412000,i_isolation,137,25,2
0412000,i_linguistic,204,0.036,2
0412000,nbm,103,59.81720542,2
0412000,nbm_dental,68,8.803700000000001,3
0412000,nbm_foodsecurity,316,12.1,2
0412000,nbm_mencorehealth,103,34.6852,2
0412000,nbm_poorhealth,70,9.80926,3
0412000,nbm_supermarketacce,165,63.4,2
0412000,nbm_womencorehealth,245,27.6074,2
0412000,opp,110,60.737286499,2
0412000,pfc,203,54.570879406,2
0412000,pfc_adultnoinsuranc,185,8.06,2
0412000,pfc_altercommute,245,9.8,2
0412000,pfc_disconnected,289,7.3,2
0412000,pfc_teenbirthrate,204,8.0083,2
0412000,pr,294,47.999922372,2
0412000,pr_fatal,119,160.9,2
0412000,pr_gendergappower,1,0.833274997,3
0412000,pr_homeownership,111,62.9,2
0412000,pr_stateconstagains,285,0,1
0412000,pr_turnout,133,50.7,2
0412000,ps,144,68.009110145,2
0412000,ps_accidents,158,1.528,2
0412000,ps_property,198,224.59,2
0412000,ps_violent,186,97.856,2
0412000,s,35,74.019536935,3
0412000,s_hburdenowner,1,17.7,3
0412000,s_hburdenrenter,1,41,3
0412000,s_homeless,319,151.63,2
0412000,s_nokitchen,88,0.52,3
0412000,s_overcrowded,242,3.2,2
0412000,spi,103,60.252364269,3
0412000,ws,290,47.447511444,2
0412000,ws_drinkingwater,447,6.171,1
0412000,ws_floodrisk,1,1.26,3
0412000,ws_hazardouswaste,219,2.4,2
0412000,ws_noplumbing,54,0.13,3
0427400,aae,33,71.662921175,3
0427400,aae_associates,58,10.4,3
0427400,aae_bachelors,76,28.7,3
0427400,aae_graduate,139,15,2
0427400,abk,66,74.64014814,3
0427400,abk_g3reading,1,4.234,3
0427400,abk_g8math,2,9.054,3
0427400,abk_hsincomplete,201,11.3,2
0427400,abk_lessthan9th,1,2,3
0427400,abk_preschoolenroll,185,52.5,2
0427400,aic,193,52.970713002,2
0427400,aic_broadband,1,90.5,3
0427400,aic_broadbandspeed,472,108.095,1
0427400,aic_celldata,90,68.60000000000001,3
0427400,aic_nointernet,1,6.6000000000000005,3
0427400,bhn,22,67.089582739,3
0427400,eq,467,33.425097402,1
0427400,eq_affectedglobalwa,187,45.47,2
0427400,eq_egridrenewables,314,12.067400000000001,2
0427400,eq_no2,445,16.086,1
0427400,eq_ozone,446,0.047,1
0427400,eq_pm25,1,6.003,3
0427400,eq_waterstress,393,2.55667,2
0427400,fow,144,58.241450598,2
0427400,hw,34,71.929843848,3
0427400,hw_cancer,134,5.2,2
0427400,hw_chd,1,3.75,3
0427400,hw_diabetes,1,7.1,3
0427400,hw_drugod,223,731.081,2
0427400,hw_mentalhealth,78,11.4,3
0427400,hw_obesity,130,25.7,2
0427400,i,110,67.936516765,2
0427400,i_commutetime,349,28.1839,2
0427400,i_dissimilarity,79,0.141,3
0427400,i_genderpaygap,448,0.63,1
0427400,i_isolation,64,17.8,3
0427400,i_linguistic,54,0.013,3
0427400,nbm,138,57.346549516,2
0427400,nbm_dental,39,7.579070000000001,3
0427400,nbm_foodsecurity,316,12.1,2
0427400,nbm_mencorehealth,79,35.5488,3
0427400,nbm_poorhealth,40,9.10465,3
0427400,nbm_supermarketacce,323,76.5,2
